,Job_Title,Company_Name,Location,Job_ID,Job_Description,Link,Compensation,Python,R ,Matlab,Excel,SAS,SQL,SPSS,Hadoop,Spark,Algebra,Statistic,Mathematics,Reinforcement_Learning,Deep_Learning,Machine_Learning,Data_Visualization,Keras,TensorFlow,Artificial_Intelligence,Communications,Team_Player,Empathy,Emotional_Intellect,Self_Improvement,Presentation,Critical_Thinking,Business_Understanding
214,Senior Director of Data Science - Rewards,Intelletec,"New City, NY 10956",7af11c7c-3f3c-41d0-9a1b-99c931571d0b,"
A rare leadership oppportunity with a Healthcare firm whom are building the largest analytics capabilities in the US.   The Advanced Analytics teams include 100+ of the best Data Scientists, Data Engineers and Consultants in the country    The Role  Opportunitiy to lead a ""white space"". Loyalty programs are commonplace in most industries, whether it be retail, banking, hospitality or airlines. Yet, in Healthcare nobody has attempted to crack the code until now.  Leads a 6+ person organization across multiple managers owning the creation of the rewards program, behavioral insight discovery, experiment design, and test & learn.  The opportunity to develop and launch an innovative loyalty program that rewards consumers for taking the right actions at the right time, and helps them achieve their health ambitions? Solely responsible for the development of use cases and overarching strategy for Health Rewards across products, segments and clients.Lead the implementation of the rewards program  The Behavioral Change team is focused on delivering strategically-impactful products to subscribers across all life stages to feel the joy of achieving their best health, in their own way. Responsible for building and directing the analytics which is critical to developing a novel and best in the industry Health Rewards program.  Industry leader in innovative ideas in consumer focused rewards, incentives and behavior analytics. Behavioral insights will play an essential role in driving and optimizing proactive engagement with members and empower consumers to live healthier lives. What you need to succeed: 12 years experience providing actionable insight in business  8+ years experience strategy consulting or on strategy teams in large companies Ph.D. in a quantitative discipline such as Statistics, Maths, Computer Science or Engineering (master’s degree considered)  At least 8 years of experience of applying Machine Learning techniques for the purposes of business insight  experience and understanding of Deep learning methodologies  Experience of working with Hadoop, Pig or Hive  Prior exposure to NLP methodologies & toolkits would be a plus          ",https://job-openings.monster.com/senior-director-of-data-science-rewards-new-city-ny-us-intelletec/7af11c7c-3f3c-41d0-9a1b-99c931571d0b,NA,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
215,"Product Manager, Data Science",EJR Search Partners,"New York, NY 10007",d61c0438-c0d1-43ba-a340-e41dff274fea,"
We are seeking a Product Manager within Data Strategy to position its data assets for better user experiences across existing teams in analytics, advisory and business intelligence while also expanding use cases for new products in insights and machine learning.     Responsibilities   Coordination of a large scale but      iterative data inventory program across a variety of departments, regions,      databases and data types  Selection, configuration and roll-out of      a global data cataloging and governance solution  Partnering with data engineering leads      to support the build out an ETL framework into a unified data      lake for historical and future datasets  Contribute to a variety of additional      data strategy initiatives such as data acquisition processes,      data sharing technologies, monitoring applications, entity resolution      solutions and the construction of internal knowledge graphs  Participate in or lead the full product      lifecycle for designated product areas, including research, scoping,      prototyping, validation, productizing, and rollout. This includes      management of blockers, dependencies, and risk      factors across engineers, data scientists and analysts  Understand the key value drivers for your      product areas and demonstrate progress against success metrics to ensure      our products are delivering value as expected  Collaborate      with product stakeholders across the development lifecycle      communicating the overall product vision, incremental progress      and changes in performance metrics  Build internal documentation,      supporting processes, and presentations around product      specifications and capabilities  Conduct market      research and monitor competition to generate insights that can      guide product roadmap and future opportunities within data      strategy   Requirements   5+ years of professional work      experience  2+ years of experience in a      product management role, preferably at a data company  Bachelor’s degree required preferably      in a quantitative discipline such      as computer science, engineering, mathematics      or physics  Experienced and enthusiastic working      with data in a variety of manners spanning proficiencies in Excel,      SQL, API requests and basic scripting in Python or R.    Familiar with agile development      principles  Excellent communication skills. Be      comfortable talking with technologists,      stakeholders, clients and executives, both in-person and remote.      Write clearly and succinctly. Listen well.  Conversant about technology and      understand the effort required to deliver enterprise grade platforms, with      a focus on data quality  Comfortable working at a high level, down      to the lowest levels including writing JIRA tickets and providing support      if necessary  Leadership skills, client-facing      experience and the ability to influence internal and external      stakeholders  Experience with documentation management      and maintenance   Preferred Qualifications   Experience with cloud technologies such      as AWS / Google Cloud / Microsoft Azure  Familiarity with Spark concepts such      as SparkSQL, dataframes, RDDs and cluster      management  Knowledge of      data science platforms such      as Databricks and DataRobot        ",https://job-openings.monster.com/product-manager-data-science-new-york-ny-us-ejr-search-partners/d61c0438-c0d1-43ba-a340-e41dff274fea,NA,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
216,Sr. Director of Data Science,Discount Tire,"Phoenix, AZ 85003",71879017-7853-42f9-a7bd-56f2f65eeed4,"
The Sr Director of Data Science will report directly to the Chief Strategy and Innovations Officer and closely collaborate with an established analytics leadership team to define and deliver an analytics roadmap. The successful candidate will use their expert-level leadership and collaborative skills to influence the organization by helping implement a culture of mathematical rigor, experimentation and efficient & effective iteration that focuses on driving business performance.     Essential Duties and Responsibilities: Conduct advanced analytics leveraging predictive modeling, machine learning, data mining, data visualizations, simulation, and optimization; interprets disparate data/complex data sets/ structured and unstructured data and other techniques to deliver insights or develop analytical solutions to achieve business objectives Act as a technical thought leader in collaboration with the analytics leadership team, helping to set the strategy and standards for data science and advanced analytics Work with senior leaders from all functions to explore opportunities for using advance analytics Provide technical leadership, coaching, and mentoring to talented data scientists and analytics professionals Guide data scientists in the use of advanced statistical, machine learning, and artificial intelligence methodologies Guide the work of other data scientists to provide support and assistance, while also ensuring quality Define data science methodology for more complex business problems Partner with the team’s Technology Manager and data engineers to enable appropriate data flow/data model, development tools/technology, rapid prototyping and inform the design of analytics products Partner with domain experts to verify model capabilities and translate modeling outputs from statistical inferences into business language Coach and Develop employees on all levels about data science tools and methodologies   Qualifications:   Required This position requires a minimum of 10 years of progressive advanced analytics experience, developing predictive mathematical models and algorithms.  Proven knowledge of various databases with ability to code in Python, R, and SQL is required. Hands on experience with Machine learning and AI (ie: random forest, linear regression, cluster analysis, XG Boost, etc.) is required Experience with data integration, profiling, cleansing and normalization: structured, unstructured, 3rd party is necessary. Strong proficiency with data visualization techniques is necessary. Proven knowledge of statistical inference is needed. Ability to frame solutions to complex problems is vital.   Preferred Image recognition and natural language processing preferred. Experience with simulation, network optimization, and workflow analysis is preferred.   Standard Advanced proficiency in Microsoft Office, including Word, Excel and PowerPoint is required. Demonstrated ability to communicate across all levels of the organization is necessary; must be able to clearly articulate technical ideas to a non-technical audience both verbally and in writing. Ability to work independently and in a team is vital. The ability to multi-task, and manage multiple projects to meet various deadlines simultaneously is required. The ability to work efficiently under pressure, accurately meet deadlines, present a professional demeanor and work well independently is essential. Customer service skills, including the ability to manage and respond to different customer situations while maintaining a positive and friendly attitude are essential. In addition, organizational and problem solving skills, a can-do attitude, and the ability to adjust to changing requirements are essential. Maintaining confidentiality, treating others with respect and upholding Company values are key attributes.   Educational Requirements: Master’s degree in Computer Science, Applied Mathematics, Quantitative Economics, Statistics, Engineering, Physics, Applied Sciences or related field. PhD preferred            ",https://job-openings.monster.com/sr-director-of-data-science-phoenix-az-us-discount-tire/71879017-7853-42f9-a7bd-56f2f65eeed4,NA,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
217,Senior Statistical Analyst/Data Science Analyst-PHARMA,Smith Hanley Associates,"New York, NY 10021",6f005846-485f-420f-aa0a-f19ed45fab2e,"
Title- Senior Statistical Analyst/Data Science Analyst-PHARMALocation- Stamford, CT (relo provided, Metro North train 4 min walk)Salary - $90-115k + bonus (DOE)Consultant- Eda Zullo, ezullo@smithhanley.comMy client, a management consulting boutique agency, is seeking a  full time "" Senior Statistical Analyst/Data Science Analyst  "" for their Pharma analytics group. This consulting agency (primary clients are in the Pharma/Health Science space) is responsible for illustrative data modeling/statistical analyses. This includes: *linear and logistic regression* market sizing and segmentation analysis* profiling of purchase, usage and demand* customer targeting; predictive models and forecasting* measurement of promotional response.In this role you will be in charge of project modules in client engagements, such as model development, market research, and/or vendor management. You will report to Management Consultants and/or Partners while working on multiple engagements. Job Requirements:*MA Degree from an outstanding academic institution  in marketing, statistics, economics, etc. *2-5 years work experience with strong analytic and quantitative background . * Excellent inter-personal skills, able to communicate complex ideas effectively - both verbally and in writing.*Expertise with statistical packages  i.e.SPSS, SAS SQL. Salary based on experience level.  If this role is not right for you, see our other open positions at jobs.smithhanley.com  ",https://job-openings.monster.com/senior-statistical-analyst-data-science-analyst-pharma-new-york-ny-us-smith-hanley-associates/6f005846-485f-420f-aa0a-f19ed45fab2e,NA,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Data Scientist,Apex Systems,"Riverton, UT",213794908,"
 Job Description Job #:  1014572 IT Data Scientist Job Summary:A Data Scientist is fully responsible for advising on appropriate use and application of data science methods as well as overseeing the development and implementation of data science solutions. This is a contract position.  The incumbent provides senior-level team leadership to the full spectrum of data science efforts. This role directs and guides the use, development, testing, implementation, and maintenance of data science models, in partnership with internal business intelligence stakeholders and in compliance with technical and architectural standards. This position is a senior technical expert in the application of data science methods to support strategic, operational, and tactical decision making. The person in this role leads and mentors other analysts and has influence across the organization.Qualifications: Education:Master’s degreePhD degree preferredWork Experience:12+ years relevant professional experience8+ years of experience supporting product development activities and guiding technology decisionsDemonstrated Skills & Abilities:Experience with machine learning algorithms (Linear Regression, Multiple Regression, Decision Trees, Random Forest, Logistic Regression, Naïve Bayes, SVM, K-means, Hierarchical Clustering, Deep Learning, NLP)Expert knowledge of machine learning libraries such as scikit-learn, TensorFlow, and kerasSignificant experience with data mining and statistical analysisProvide leadership to others working with large datasets for exploratory analysisProven ability to lead knowledge discovery efforts and engineering of machine learning model developmentEstablished track record with data wrangling and data transformationExpert in coding in an advanced coding language. ( i.e. Python, R, or other advanced language)Demonstrated senior level understanding of statistics and mathProven successful ability to work with large and complex data sets using SQLQuantitative aptitude and the ability to gather and interpret dataPossesses and applies comprehensive knowledge of multiple fields of specialization to the completion of significant assignmentsProven expertise in successful automation and deploymentProven exceptional leadership skills Experience working in a structured enterprise-scale operational environment on a global scale with thousands of usersExceptional communicator; both written and verbal; including explaining complex situations and concepts in simple terms to a non-technical audienceDemonstrated ability to mentor and train peersStrong understanding of the business processes being supported by the solutionOutstanding troubleshooter, with the ability to think under pressure and drive the hardest problems to resolutionThis job operates in a professional office environmentTo successfully perform the essential functions of the job there may be physical requirements which need to be met such as sitting for long periods of time and using computer monitors/equipment   Responsibilities: Execute large scale models using advanced analytical, modeling, and machine learning techniques, including, but not   limited to, Logistics Regression, Linear Models, Conjoint Analysis, Spatial Models, Time-series modelsAs part of the data intelligence team, create and support a cloud-based data science solutionCreate scalable, efficient, automated processes for data analysis and machine learning modelsWork closely with data engineers and product managers to turn data analysis into actionable algorithmsChampion a data-driven culture and help develop best-in-class data science capabilitiesCreate standards and procedures for data science teamsProvide significant direction for strategic plans and product roadmapsInform the development of requirements related to the creation, tracking, collecting, and accessing dataAnalyze and protect data, including troubleshootingFollow data science best practicesFulfill technical lead role for data science solutionsRespond to escalated incidents and engage vendors as necessaryConduct general research and evaluate emerging trendsLeverage skills, knowledge, and general professional experience to aid and mentor teammates        EEO EmployerApex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at 844-463-6178-6178. ",https://job-openings.monster.com/data-scientist-riverton-ut-us-apex-systems/213794908,NA,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
222,Senior Data Scientist,Big Cloud,"San Francisco, CA 94112",e7ee0a33-bf0d-479a-b267-046b964fb23e,"
  Are you a Data Scientist looking for something a little different? Want to work side by side with the best?   Founded by some of the industry’s finest, this start-up’s tech can turn any car into a self-driving car!   They’re looking for Data Scientists to help tackle one of the most difficult problems of the last 100 years. This is a safety critical project which will have a tremendous impact in the field, heavily focused on analyzing human behavior/decision making.   To be right for the role you’ll need to:    Have      3-4 years’ experience  Enjoy      looking at masses of data  Have      a PhD  Have      shipped multiple products  Be comfortable      dealing with rapid      iteration   Plus points for having a background in one of the following:     Signal processing Neuroscience Astronomy Computer Science Image/video processing Quant Trading Machine / Deep Learning     For more info or to apply, please get in touch. ",https://job-openings.monster.com/senior-data-scientist-san-francisco-ca-us-big-cloud/e7ee0a33-bf0d-479a-b267-046b964fb23e,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Data Scientist,Apex Systems,"Las Vegas, NV",213766746,"
 Job Description Job #:  1025832Apex Systems Inc. in Las Vegas is looking for an Analytics Manager (Data Science) who is interested in taking on a new and exciting job!  If you have a desire to learn new processes, systems, and grow with this organization please send us your resume.  We're excited to tell you more about these new career opportunities!Requirements:4+ years advanced use in Data Science in one of the following: SAS, R, Python, and SQL4+ years risk management, operational analytics or equivalent industry experience preferredDemonstrated strong analytical, conceptual and quantitative problem-solving skills. Please reach out to Amber Yatteau or at ayatteau@apexsystems.com   or 702-904-7432 if you are interested.         EEO EmployerApex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at 844-463-6178-6178. ",https://job-openings.monster.com/data-scientist-las-vegas-nv-us-apex-systems/213766746,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Lead Data Scientist,Big Cloud,"San Francisco, CA 94112",ac2674ce-f150-41c2-9518-1697b205df71,"
A very exciting autonomous driving start-up is growing its data science team. Tackling the problem from a different angle, with a team full of superstars, this company is set to have a significant impact. They are looking for candidates used to shipping high-quality products, models, algorithms, ideally with experience of working in a top tech company. Areas of interest in candidates:Computer science, high-frequency trading, astronomy, signal processing, neuroscience, statistics, machine learning, deep learning.A PhD + 3 years industry experience is preferred. Please get in touch for more detail. Big Cloud is a Data Science, Machine Learning and AI recruiting firm. We’re lucky enough to recruit the best candidates into the most exciting companies all over the world. We try to reply to all unsuccessful applications, but we’re human (for now)! ",https://job-openings.monster.com/lead-data-scientist-san-francisco-ca-us-big-cloud/ac2674ce-f150-41c2-9518-1697b205df71,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
225,"Data Scientist - Work in Raleigh, NC",Genworth,"Morrisville, NC 27560",c65dc174-613a-44f0-917d-9dd8dc8edf90,"

YOUR ROLE Genworth Mortgage Insurance is looking for motivated and talented individuals with a background in data and analytics to work on insurance focused analytics problems. This is a dynamic and challenging opportunity to apply the latest tools and methods in Big Data and Data Science to a variety of problems.The Data Scientist is part of a highly analytical team that provides business critical intelligence and advice for decision support. In this role, you will collaborate with partners in operations (underwriting and claims), marketing, products and customer experience, pricing, risk, and other functions to define problems, identify data, build reports and dashboards, establish predictive and prescriptive models, and deliver optimal solutions across the entire range of Genworth’s line of business and customers.    The Data Scientist will report to the Senior Manager of Data Science and provides analytical cross-functional support through effective use of predictive analytics and forecasting methods to improve operational visibility and efficiencies. This Raleigh-based position will support cross-functional as well as cross-platform (including international) advanced modeling and promote best practices sharing at Genworth.YOUR RESPONSIBILITIESResearch current processes and proactively identify emerging needs for analytic modelsDevelop supervised (regression and classification) and unsupervised (e.g. clustering and segmentation) models and dashboards (Tableau)Evolve and advance a customer behavioral segmentation model, building marketing, sales and product predicative models, analyzing results and movements of segments/clusters and providing business insights to grow the company’s market share and revenueDesign, create, and implement advanced analytics and forecasting models to optimize business processes. Provide insights for decision making through the use of ML, traditional statistical modeling and BI.Perform monthly reporting of some key metrics as a part of advanced business intelligence support to functional areas (e.g. through Tableau dashboards or providing automated reports and decks)Partner with IT and Enterprise Data Management Organization (EDMO) teams on the evaluation of data assets and their proper useProvide mentorship and share knowledge with functional and cross-functional peersBecome a trusted analytical partner to the functional areas of support (Marketing, customer solutions, Underwriting, Loss Mitigation, Pricing) and collaborate on the development and planning of analytic projects in response to business needsDevelop and perform preliminary exploratory analysis on datasets associated with building advanced ML models. Ability to work with structured and unstructured data.Determine requirements, evaluate analytical approaches and take ownership of the processes of creating predictive models to optimize decision making for functional areas of supportCommunicate and document statistical analyses and methods in a logical and understandable manner for non-analytical business users and executive decision makers.Ensure accuracy of results and analytic methods. Perform regular validation and collaborations of the analytical modelsDemonstrate strong business acumen and understanding of mortgage insurance conceptsFacilitate fulfilling ad-hoc requests timely and efficientlyYOUR QUALIFICATIONSBachelor’s degree4+ years business analytics and business support functionsBusiness acumen along with a strong understanding of statistical modeling / machine learning (ML) and forecasting techniquesExperience in advance analytics. Hands-on experience with logistic regression, time series, forecasting, optimization, and other predictive modeling techniques.  ML experience and knowledge of ML platforms, libraries and programming1+ year of experience in one or more of the following statistical / analytic languages such as Python, Apache Spark (or PySpark), Hive, Scala, preferably in a cloud computing environment e.g. AWS, Databricks, Azure, Cloudera, Hortonworks, Google Cloud, Anaconda etc.2+ years of experience in one or more of the following: database query and management tools (SQL, Spark, Hive / HQL etc.)Knowledge of or willingness to learn AWS environment where the above tools and enterprise data are being migrated toHands-on experience working with advanced BI tools, Dashboard experience with visualization and automation tools, Tableau experience preferredADDITIONAL QUALIFICATIONS (PREFERRED)Master’s DegreeSome experience with legacy analytics software such SAS or willingness to learn the basicsAbility to perform complex day-to-day ETL tasks such as data gathering, data cleaning, wrangling, coding or programming, business and analytics requirements gathering, and data analysisExperience with large analysis datasets and enterprise scale database systems (e.g. Large Hadoop, Redshift, Hive, SQL tables etc.)COMPANYGenworth Financial, Inc. is a leading insurance holding company committed to helping families achieve the dream of home ownership and address the financial challenges of aging through its leadership positions in mortgage insurance and long-term care insurance.  Headquartered in Richmond, Virginia, Genworth traces its roots back to 1871. Genworth Mortgage Insurance, headquartered in Raleigh, North Carolina, is a global mortgage insurer with a major presence in the United States, Canada, and Australia.  With origins dating back to 1980, Genworth Mortgage Insurance provides primary mortgage guaranty insurance coverage on residential mortgage loans, as well as mortgage pool insurance policies that enhance insurance coverage for various types of mortgage-related securities.   Our mortgage insurance can help individuals secure low-down payment loans and realize the dream of home ownership faster – even for the first time.We know we can’t deliver on our mission unless we deliver for our employees. That’s why we’re committed to creating a work environment that fosters inclusion, excellence, improvement and connection. We know each employee contributes in their own unique way and we’re dedicated to supporting every one of them to help them reach their full potential. ",https://job-openings.monster.com/data-scientist-work-in-raleigh-nc-morrisville-nc-us-genworth/c65dc174-613a-44f0-917d-9dd8dc8edf90,NA,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
226,Data Scientist - PhD,Burtch Works,"Boston, MA 02117",1f45a041-9024-46ee-aa99-c9868585bcf4,"
Job Description: Our client, a well-known leader in the CPG space, is looking for a PhD level Data Scientist to join their Boston team. The growing team is looking for someone to work closely with other Data Scientists and Engineers to identify business problems and determine analytic approaches to solve them.   The team is looking for someone who is very comfortable taking deep dives into the data and writing code – but also working with non-technical stakeholders to understand the different challenges they are facing – so strong communication skills are a must. This is the first Data Scientist working with this particular group so you’ll be making big impact right from the beginning.   The ideal candidate will have:    A PhD in Computer      Science, Computer Engineering, or in a similar technical focus  Strong skills in Python      and Tensorflow  Experience with computer      vision and recommender systems  Advanced knowledge of      deep learning techniques  At least 2 (two) years      of applicable industry experience    Compensation is based on fit and can go to $125k plus bonus.   Only citizens and green card holders can be considered.   Keywords: Data science, Python, Tensorflow, recommender systems, computer vision, deep learning, CPG, machine learning, AI ",https://job-openings.monster.com/data-scientist-phd-boston-ma-us-burtch-works/1f45a041-9024-46ee-aa99-c9868585bcf4,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
227,Data Scientist - Connected Vehicle Analytics,Ford Motor Company,"Dearborn, MI",213281826,"
The Global Data Insights and Analytics (GDI&A) Connected Vehicle Analytics team supports Ford Motor Company's various connected vehicle initiatives with analytical and machine learning solutions. We are looking for a data scientist with expertise in Machine Learning and Statistical Modeling. We are especially excited about candidates with prior experience in scalable technologies (Hadoop/Spark) and strong technical mindset who demonstrate a passion for applying state-of-the-art solutions to novel and challenging problems. As a member of this dynamic team, you will have the opportunity to work with some of the brightest global subject matter experts in product development and vehicle connectivity who are transforming the automobile industry. The job candidate should have great autonomy, exceptional collaboration and leadership skills, and self-discipline to conduct original research and choose appropriate methodologies to solve related problems.\n\n\n\nResponsibilities:Explore and analyze source data and data flows, working with both structured and unstructured data; Manipulate high-volume, high-dimensional data from a variety of sources to identify value-generating patterns, anomalies, relationships, and trendsStay current with advances in emerging technologies and analytic solutions for use in quantitative model developmentUtilize analytical applications like Python/R and recent Big Data technologies (Hadoop/Spark) to identify trends and relationships between different pieces of Ford-owned and third-party data, draw insightful conclusions and translate those analytical findings into next generation control algorithmsDevelop scalable machine learning algorithm solutions to address real-world automotive and mobility challenges to enable an accelerated vehicle development processWrite timely and high-quality work reports, external publications, and records of inventions to document new ideas and research results; Communicate and present model insights to business customers and executivesBasic Qualifications:Master's degree in a quantitative field such as Computer Science, Computer Engineering, Statistics, Economics, Mathematics, or Physics3+ years of experience with Machine Learning methods and tools, including but not limited to: deep neural networks, linear and nonlinear regression, classification, and clustering1+ year of experience in Hadoop/Spark3+ years of experience in the following languages: Python/R, Java/ScalaPreferred Qualifications: PhD in a quantitative field such as Computer Science, Computer Engineering, Statistics, Economics, Mathematics, or PhysicsDomain knowledge in vehicle architecture, mobility and connectivity Demonstrated ability in the application of Machine Learning to real-world industrial settings with large scale dataExperience with high-performance Deep Learning frameworks such as TensorFlow, PyTorch, Theano, Caffe, Caffe2Experience with version control systems such as GitStrong oral, written, and interpersonal communication skills and an ability to work in a collaborative team setting; Comfortable working in a fast-paced and innovative environment where problems are not always well-definedJoin our team as we create tomorrow! We believe in putting people first, working together, and facing challenges head-on, because we're Built Ford Tough. We're one team striving to make people's lives better while creating value, delivering excellence and ultimately going for thewin.Candidates for positions with Ford Motor Company must be legally authorized to work in the United States on a permanent basis. Verification of employment eligibility will be required at the time of hire. Visa sponsorship is not available for this position, TN visa holders may be considered.Ford Motor Company is an equal opportunity employer committed to a culturally diverse workforce. All qualified applicants will receive consideration for employment without regard to race, religion, color, age, sex, national origin, sexual orientation, gender identity, disability status or protected veteran status. ",https://job-openings.monster.com/data-scientist-connected-vehicle-analytics-dearborn-mi-us-ford-motor-company/213281826,NA,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
228,Sr. Business Systems Analyst (Data Scientist),MATRIX Resources,"San Francisco, CA 94102",213566992,"
Title: Sr. Business Systems Analyst (Data Scientist) Location: San Francisco, CA Type: Contract Job Description:  This position will provide professional-level business process support and analysis for major initiatives that support the Data Analytics Workstream of the Information Technology Advisory Committee. This position will contribute to the design and implementation of a branchwide data governance model and will review the current data and analytic portfolio and branch workload models to identify new opportunities and make suggestions for adjustments. This position will help inventory agency datasets and match those datasets against agency data needs. The position will perform gap analyses to determine where additional governance may be needed.  Responsibilities:   Provide subject matter expertise to help design branchwide data governance model.  Review existing workload models to determine opportunities for restructure or adjustment.  Review current data analytics and activities and identify new opportunities and suggest adjustments.  Review reports and publications, inventory datasets and match to data needs.  Assist with messaging and education about data analytics to courts and Judicial Council.  Complete monthly status reports.  Minimum Job-Specific Skills/Qualifications Required (in order of relative importance):     Ability to convert business requirements into a technical design and implementation plan.  Ability to analyze issues from system documentation and recommend solutions.  Experience managing technical projects, including conflict resolution, issue escalations, status reporting and resource management.  Understanding of courtroom operations and workflow.  Experience in R and Stata.  High level of technical writing experience.  Excellent oral, written, analytical and communication skills with the ability to lead a technical discussion to both technical and non-technical staff.  Excellent presentation skills for both technical and non-technical audiences, including creating and presenting executive summaries to management and technical committees.  Excellent analytical, verbal and conflict resolution skills.  Experience with data visualization and software such as Tableau and Power BI.    Additional Skills/Qualifications Desired:                General:   Prepare effective written materials for purposes of user and system documentation.  Use initiative and independent judgment within established procedural guidelines.  Resolve complex technical issues.  Explain technical issues to senior management in a nontechnical manner.    Technical:   Exposure and experience with Cloud computing.  Conceptual understanding of Amazon Web Services, Microsoft Azure, Google Cloud, IBM and Oracle Cloud Platforms.  Experience using SQL, Python, or other database query languages.     ",https://job-openings.monster.com/sr-business-systems-analyst-data-scientist-san-francisco-ca-us-matrix-resources/213566992,NA,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
229,Lead Data Scientist,Randstad Technologies,"Irvine, CA 92618",213499384,"
 job summary:Randstad is supporting a client who is looking for a Lead Computer Vision Engineer to support a computer vision powered industrial manufacturing safety system. This system is designed to mitigate unsafe behavior and prevent accidents before they have a chance to even happen.Our ideal engineer has a deep interest in computer vision powered technology and the curiosity to drive new and innovative technologies.If that sounds like you, please read on. location: Irvine, Californiajob type: Permanentsalary: $170,000 - 185,000  per yearwork hours: 8am to 5pmeducation: Masters responsibilities:•Help build and lead a team of experienced research scientists and engineers to research, design, implement and evaluate Dl/CV models for safety applications•Help architect and end to end DL/CV system that operates at global scale. 2+ years of prior experience developing DL/CV systems at scale highly preferred •Work closely with back/front end and engineering teams to drive scalable, production-ready implementations•Collaborate with teams across the company and serve as an internal expert on technical issues•Document technical work as part of the product development process•Support patent application publishing process•Contribute to our evolving cloud infrastructure, data engineering pipeline, and analysis stack•Contribute to our data strategy design and implementation•Identify technical challenges, define requirements and prioritize efforts•Assist with defining requirements and architectures for next-generation computer vision/ machine learning products•Contribute to scientific software engineering efforts, utilizing professional coding standards and participating in reviewing PRs•Contribute data enrichment and data monetization process qualifications:•PhD in Computer Science, Engineering, Computational Physics OR related master's degree and +10 years relevant data science work experience•Previous experience in DL/CV products is required•Experience with sensor-fusion highly desirable•An understanding of SLAM/Location technologies helpful•An understanding of cloud based vs. edge compute-based AI-architectures helpful•Machine Learning Experience: classification, regression, clustering; Demonstrated ability to apply deep learning and convolutional neural network approaches for machine learning problems•Algorithms: Fundamental data types (stacks, queues, etc.); Sorting algorithms (quicksort, mergesort, etc.); Dynamic programming•Strong communication skills to work with stakeholders, team members and other engineering team colleagues•Proficiency with programming languages such as Python and capability in writing production level code. Experience in using Tensorflow or Pytorch or Caffe or Keras are needed•Familiarity with collaborative software engineering practices, including version control (Git), code reviews, JIRA, Confluence•Familiarity with cloud computing and developing cloud-based APIs•Ability to architect and implement computer vision solutions with specific skills mentioned in rows above; Strong foundation in machine learning, mathematics, statistics, with demonstrated professional or academic experience skills: •Ability and Willingness to travel up to ~10% of time Equal Opportunity Employer: Race, Color, Religion, Sex, Sexual Orientation, Gender Identity, National Origin, Age, Genetic Information, Disability, Protected Veteran Status, or any other legally protected group status. Qualified applicants in San Francisco with criminal histories will be considered for employment in accordance with the San Francisco Fair Chance Ordinance. We will consider for employment all qualified Applicants, including those with criminal histories, in a manner consistent with the requirements of applicable state and local laws, including the City of Los Angeles' Fair Chance Initiative for Hiring Ordinance.   ",https://job-openings.monster.com/lead-data-scientist-irvine-ca-us-randstad-technologies/213499384,"$170,000.00 - $185,000.00  /year",1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0
